company_name,date_certified,current_status,description,industry,industry_category,products_and_services,country,state,city,sector,size,b_corp_profile,website,assessment_year,overall_score,certification_cycle,impact_area_community,impact_area_customers,impact_area_environment,impact_area_governance,impact_area_workers,impact_area_community_na_score,impact_area_customers_na_score,impact_area_environment_na_score,impact_area_governance_na_score,impact_area_workers_na_score,ia_community_it_civic_engagement_giving,ia_community_it_designed_for_charitable_giving,ia_community_it_designed_to_give,ia_community_it_diversity_inclusion,ia_community_it_job_creation,ia_community_it_local_economic_development,ia_community_it_local_involvement,ia_community_it_microdistribution_poverty_alleviation,ia_community_it_microfranchise_poverty_alleviation,ia_community_it_national_economic_development,ia_community_it_producer_cooperative,ia_community_it_suppliers_distributors,ia_community_it_suppliers_distributors_product,ia_community_it_supply_chain_poverty_alleviation,ia_customers_it_arts_media_culture,ia_customers_it_basic_services_for_the_underserved,ia_customers_it_business_model_and_engagement,ia_customers_it_capacity_building,ia_customers_it_current_fund,ia_customers_it_economic_empowerment_for_the_underserved,ia_customers_it_education,ia_customers_it_educational_models_and_engagement,ia_customers_it_educational_outcomes,ia_customers_it_health,ia_customers_it_health_wellness_improvement,ia_customers_it_impact_improvement,ia_customers_it_improved_impact,ia_customers_it_infrastructure_market_access,ia_customers_it_infrastructure_market_access_building,ia_customers_it_investment_criteria,ia_customers_it_leadership_outreach,ia_customers_it_marketing_recruiting_and_transparency,ia_customers_it_mission_aligned_exit,ia_customers_it_mission_lock,ia_customers_it_past_performance,ia_customers_it_portfolio_management,ia_customers_it_portfolio_reporting,ia_customers_it_positive_impact,ia_customers_it_privacy_and_consumer_protection,ia_customers_it_quality_and_continuous_improvement,ia_customers_it_serving_in_need_populations,ia_customers_it_student_experience,ia_customers_it_student_outcomes,ia_customers_it_student_outcomes_special_interest_students_,ia_customers_it_support_for_underserved_purpose_driven_enterprises,ia_customers_it_targeted_for_investment,ia_environment_it_certification,ia_environment_it_community,ia_environment_it_construction_practices,ia_environment_it_designed_to_conserve_agriculture_process,ia_environment_it_designed_to_conserve_manufacturing_process,ia_environment_it_designed_to_conserve_wholesale_process,ia_environment_it_energy_water_efficiency,ia_environment_it_environment_products_services_introduction,ia_environment_it_environmental_education_information,ia_environment_it_environmentally_innovative_wholesale_process,ia_environment_it_inputs,ia_environment_it_land_office_plant,ia_environment_it_land_wildlife_conservation,ia_environment_it_material_energy_use,ia_environment_it_materials_codes,ia_environment_it_outputs,ia_environment_it_renewable_or_cleaner_burning_energy,ia_environment_it_resource_conservation,ia_environment_it_safety,ia_environment_it_toxin_reduction_remediation,ia_environment_it_training_collaboration,ia_environment_it_transportation_distribution_suppliers,ia_governance_it_corporate_accountability,ia_governance_it_ethics,ia_governance_it_governance,ia_governance_it_mission_engagement,ia_governance_it_mission_locked,ia_governance_it_transparency,ia_workers_it_benefits,ia_workers_it_compensation_wages,ia_workers_it_human_rights_labor_policy,ia_workers_it_job_flexibility_corporate_culture,ia_workers_it_management_worker_communication,ia_workers_it_occupational_health_safety,ia_workers_it_training_education,ia_workers_it_worker_benefits,ia_workers_it_worker_owned,ia_workers_it_worker_ownership,ia_workers_it_workforce_development
Dr. Bronner's,9/25/15,certified,"Family-owned and run, Dr. Bronner’s honors the vision of its founder Dr. E.H. Bronner by making socially and environmentally responsible products of the highest quality, while dedicating its profits to help make a better world. Now the top-selling brand of organic & fair trade bodycare in the U.S., Dr. Bronner’s was founded in 1948 by Emanuel Bronner, a third-generation master soapmaker from a German-Jewish soapmaking family. He used the labels on his superb ecological soaps to spread his message that we must realize our transcendent unity across religious & ethnic divides or perish: “We are All-One or None!”
 
Today, Dr. Bronner’s continues its commitment to building an engine for promoting and advancing positive social change – from pioneering USDA certified organic personal care products, to creating fair trade projects across the world that ensure fair and just treatment of farmers and workers, to sustaining a socially responsible workplace at its manufacturing plant in San Diego County. All-One!",Home & Personal Care,Consumer Products & Services,Organic & Fair Trade Body Care and Food,United States,California,Vista,Manufacturing, 50-249,bcorporation.net/directory/dr-bronners,drbronner.com,2017,177.8,1,68.5,0.1,64.5,15.4,29.3,0,0,0.4,0,0,6.7,,25.1,4.7,3.2,,3.7,,,,,,9,16,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,23.7,,,0,,,11.9,5.2,,,,5.4,,,,15.1,,2.6,0.5,0.9,,1.8,9.8,2.2,9.8,11.6,,1.6,2.3,1.1,1.3,,,1.3,
Dr. Bronner's,9/25/15,certified,"Family-owned and run, Dr. Bronner’s honors the vision of its founder Dr. E.H. Bronner by making socially and environmentally responsible products of the highest quality, while dedicating its profits to help make a better world. Now the top-selling brand of organic & fair trade bodycare in the U.S., Dr. Bronner’s was founded in 1948 by Emanuel Bronner, a third-generation master soapmaker from a German-Jewish soapmaking family. He used the labels on his superb ecological soaps to spread his message that we must realize our transcendent unity across religious & ethnic divides or perish: “We are All-One or None!”
 
Today, Dr. Bronner’s continues its commitment to building an engine for promoting and advancing positive social change – from pioneering USDA certified organic personal care products, to creating fair trade projects across the world that ensure fair and just treatment of farmers and workers, to sustaining a socially responsible workplace at its manufacturing plant in San Diego County. All-One!",Home & Personal Care,Consumer Products & Services,Organic & Fair Trade Body Care and Food,United States,California,Vista,Manufacturing, 50-249,bcorporation.net/directory/dr-bronners,drbronner.com,2015,148.8,2,58.2,0,47.4,14.8,28.3,0,0,0.2,0,0,5.9,15.9,,3.3,3.2,,2.9,,,,,,5.5,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,5.3,4.2,,,,3,,,,15.5,,0.8,,0.8,0.6,1.3,10,1.9,,12.3,,1.2,1.6,1,1.3,9.3,,1.3,
"Capital Plus Financial, LLC",2/7/17,certified,"Capital Plus Financial is a certified community development financial institution (CDFI) dedicated to enhancing the quality of life of the families their mission supports by providing the opportunity for homeownership through residential mortgage loans and other educational services.
 
Capital Plus Financial seeks to improve low to moderate income areas of Texas with fully restored homes and provide mortgage financing to those who are otherwise ostracized from the conventional mortgage market. They believe that everyone deserves the opportunity of ownership and they seek to be a leader in expanding financing to the communities they serve.",Credit Provider,Financial Services,CDFI - Residential Mortgage Lending,United States,Texas,Bedford,Service with Minor Environmental Footprint, 10-49,bcorporation.net/directory/capital-plus-financial-llc,www.capitalplusfin.com,2017,99.2,1,23.1,43.7,4.4,9.5,18.5,1.3,0,0.2,0,0,6.5,,,4.2,1.6,0,9.3,,,,,,0,,,,,,,,,,,,,,,,,5.7,0.5,,,,,5.2,0,,,,30,,,,,2,,,,,,,,,,,0.5,2.6,,,,1.1,,,,,,,0.5,,,2.7,2.5,3.7,2.6,4,,,4,,2.3,,,5.2,
Clearinghouse CDFI,1/31/14,certified,"Clearinghouse CDFI’s mission is to provide economic opportunities and improve the quality of life for low-income individuals and communities through innovative and affordable financing that is unavailable in the conventional market.
 
 Clearinghouse CDFI provides equal access to credit in neighborhoods of all income levels and ethnicities. We spend the time and energy required to find creditworthy borrowers whose projects will become assets in their community. Our loans allow our borrowers to create affordable housing, revitalize blighted areas, rehabilitate needed community centers, and improve their neighborhoods.",Other,Financial Services,Loans,United States,California,Lake Forest,Service with Minor Environmental Footprint, 10-49,bcorporation.net/directory/clearinghouse-cdfi,clearinghousecdfi.com,2018,149.7,1,23.9,55.9,19.7,22.2,27.8,0,4.1,0,0,0,11.1,,,4.5,1.8,,3.5,,,,,,3,,,,,,,,,,0,,,,,,,6.7,4.1,,,,,6.6,2.2,,,,30,,,,,2,,,,,,,,,,,1.5,5.8,,,,0.9,,,,,,,1.8,2,,2.6,10,5.7,8.7,10.9,,3.4,2.8,,1.7,,,0,
Clearinghouse CDFI,1/31/14,certified,"Clearinghouse CDFI’s mission is to provide economic opportunities and improve the quality of life for low-income individuals and communities through innovative and affordable financing that is unavailable in the conventional market.
 
 Clearinghouse CDFI provides equal access to credit in neighborhoods of all income levels and ethnicities. We spend the time and energy required to find creditworthy borrowers whose projects will become assets in their community. Our loans allow our borrowers to create affordable housing, revitalize blighted areas, rehabilitate needed community centers, and improve their neighborhoods.",Other,Financial Services,Loans,United States,California,Lake Forest,Service with Minor Environmental Footprint, 10-49,bcorporation.net/directory/clearinghouse-cdfi,clearinghousecdfi.com,2016,140.1,2,25.4,52.6,19.9,14.6,27.7,0,0,0,0,0,8.8,,,5.2,1.8,,7.5,,,,,,2,,,,,,,,,,,,,,,,,6.7,4.2,,,,,6.7,3,,,,30,,,,,2,,,,,,,,,,,2.6,7.7,,,,1.1,,,,,,,,2,1.8,2.2,2.5,6,,10.1,,3.3,2.7,,0.5,10.8,,,
Clearinghouse CDFI,1/31/14,certified,"Clearinghouse CDFI’s mission is to provide economic opportunities and improve the quality of life for low-income individuals and communities through innovative and affordable financing that is unavailable in the conventional market.
 
 Clearinghouse CDFI provides equal access to credit in neighborhoods of all income levels and ethnicities. We spend the time and energy required to find creditworthy borrowers whose projects will become assets in their community. Our loans allow our borrowers to create affordable housing, revitalize blighted areas, rehabilitate needed community centers, and improve their neighborhoods.",Other,Financial Services,Loans,United States,California,Lake Forest,Service with Minor Environmental Footprint, 10-49,bcorporation.net/directory/clearinghouse-cdfi,clearinghousecdfi.com,2014,103.1,3,23.5,37.6,3.9,17.6,20.3,0.4,0,0,0,0.4,6.7,,,5.4,3,,5.9,,,,,1.9,,,,,,,,,,,,,,,,,,11.2,3.7,,,,,4.5,8.2,,,,,,,,,9.8,,,,,,,,,,,0.8,2.5,,,,0.5,,,,,,,1.3,,1.6,2.6,6.2,5.6,,6.2,,2,2,,2.9,6.5,,,
Arctic Solar Ventures Corporation,6/13/16,certified,"Arctic Solar Ventures specializes in grid-direct solar photovoltaic (PV) systems and solid-state battery storage. Whether for home, business, or utility-scale, we design and engineer projects to exacting specifications, specific to our Alaskan environment, and to last 30+ years. We are Alaska’s Premium Solar Provider, having installed over 650kW of grid-direct solar PV systems and were named a Top Solar Contractor in the United States by Solar Power World Magazine in 2018. ASV is also a Certified B-Corp (Triple Bottom-Line business) and a Co-Owner of the Amicus Solar Cooperative.",Renewable Energy Generation & Installation,Energy & Environmental Services,"Grid-direct solar PV and storage for home, business, and utility markets.",United States,Alaska,Anchorage,Service with Significant Environmental Footprint, 1-9,bcorporation.net/directory/arctic-solar-ventures-corporation,www.arcticsolarventures.com,2016,86.9,1,26.4,0,33.9,9.5,17.1,0,0,0,0,0.7,7.5,,,4.2,2.2,,6.4,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2.6,6.2,,,,0,19.1,3.2,,,,2.5,2,,,1.6,2.5,3.3,4.5,3.3,,,5,,1.8,,0,1.5,
Kotmo,12/13/16,certified,"Kotmo offers companies unique, sustainable and locally made promotional items from local designers.

Kotmo offre aux entreprises des objets promotionnels uniques, durables et faits localement par des designers d'ici.",Storefront,Retail,Responsible promotional items - Objets promotionnels responsables,Canada,Quebec,Montreal,Wholesale/Retail, 1-9,bcorporation.net/directory/kotmo,www.kotmo.ca,2016,102.1,1,48.6,13.6,16.8,5.8,17.3,1,0,0.4,0,0.4,4,,,4.2,2.2,21.3,9,,,,,,6.9,,13.5,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,2.6,2.8,4.2,,,1.5,,0,,0,,5,0,,,0.8,2.5,2.5,5.5,1.8,,,5.7,,1.6,,,2,
Ocean Sonics,7/5/17,certified,Ocean Sonics is an ocean technology company that designs and manufacturers digital hydrophones.,Electronics,Consumer Products & Services,Ocean technology,Canada,Nova Scotia,Great Village,Manufacturing, 10-49,bcorporation.net/directory/ocean-sonics,oceansonics.com,2017,102.8,1,26,0,47.6,6.5,22.7,1.4,0,0.9,0,0.9,6.2,,,3.8,5.2,,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26.8,,5.7,5.2,,,,4.2,,,,,,4.4,0.1,0.8,,1.6,2.5,1.3,10.5,5,,0.4,2.2,0.4,1,,,2.2,
Silver Chef,6/23/15,certified,"Silver Chef Group is the over-arching company, comprised of Silver Chef (hospitality) and GoGetta (other industries).
 
It was at a US trade show in 1985 that the idea for Silver Chef was born. Seeing that the American home delivery pizza market was booming, and convinced of the market's potential for growth in Australia, Allan English, Silver Chef's founder and Managing Director, and a business partner, invested heavily in conveyor ovens. Unfortunately, it soon became clear that many pizza businesses could not afford to buy them. 

The solution? The ovens were rented at affordable rates which assisted young entrepreneurs to enter a booming market place. Later, Allan bought out his partner and devised a funding option that enabled small businesses to procure the equipment they needed, without committing large amounts of capital up-front. The new option, called Rent-Try-Buy , is a simple 12 month agreement where the customer rents the equipment, and if they wish to purchase the asset there is a 75% rental rebate off the purchase price. This has been at the centre of the Silver Chef success story ever since.",Credit Provider,Financial Services,Provides flexible funding option to hospitality & commercial equipment markets.,Australia,Queensland,Brisbane,Service with Minor Environmental Footprint, 250-999,bcorporation.net/directory/silver-chef,silverchefgroup.com.au,2017,92.8,1,23.8,8.9,11.4,14.9,33.8,2.1,0,0,0,2.6,7.5,,,5,3.1,,6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,8,,,,,,,,,,,,2.5,7.5,,,,1.3,,,,,,,1.6,1.8,,2.7,2.5,6,12.6,6.4,,3.6,3.1,,2.2,,,3.3,
Silver Chef,6/23/15,certified,"Silver Chef Group is the over-arching company, comprised of Silver Chef (hospitality) and GoGetta (other industries).
 
It was at a US trade show in 1985 that the idea for Silver Chef was born. Seeing that the American home delivery pizza market was booming, and convinced of the market's potential for growth in Australia, Allan English, Silver Chef's founder and Managing Director, and a business partner, invested heavily in conveyor ovens. Unfortunately, it soon became clear that many pizza businesses could not afford to buy them. 

The solution? The ovens were rented at affordable rates which assisted young entrepreneurs to enter a booming market place. Later, Allan bought out his partner and devised a funding option that enabled small businesses to procure the equipment they needed, without committing large amounts of capital up-front. The new option, called Rent-Try-Buy , is a simple 12 month agreement where the customer rents the equipment, and if they wish to purchase the asset there is a 75% rental rebate off the purchase price. This has been at the centre of the Silver Chef success story ever since.",Credit Provider,Financial Services,Provides flexible funding option to hospitality & commercial equipment markets.,Australia,Queensland,Brisbane,Service with Minor Environmental Footprint, 250-999,bcorporation.net/directory/silver-chef,silverchefgroup.com.au,2015,83.1,2,20.8,11,5.2,13.4,32.8,0.8,0,0,0,1.5,6,,,4.7,3.1,,6,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,1,3.5,,,,0.6,,,,,,,,2,1.6,1.1,2.5,6,,7.7,,3.2,2.7,,2.1,12,,3.3,
Wallaroo Hat Company,11/13/14,certified,"Wallaroo Hat Company, based in Boulder, Colorado was founded in 1991 by Stephanie Carter and Lenya Shore. Wallaroo prides itself on being a leader in the fashion-forward, sun protective hat industry, combining the latest fabrics and designs with maximum sun protection. Many of the hats in the Wallaroo Collection are rated UPF 50+ ensuring that the customer gets a 97.5% UV block from the sun's harmful rays. With the incidence of skin cancer on the rise nationally, sun protection is more important now than ever before. Wallaroo is actively involved with the Skin Cancer Foundation and many Wallaroo hats are recommended as an effective UV protectant.

To help further their corporate philosophy, several years ago Wallaroo started a Sun Protection Commitment campaign. Every year Wallaroo donates 1% of its profits to different organizations that undertake skin cancer research, prevention and education in the United States. Additionally, over the last 19 years, Wallaroo has made both financial and product donations to organizations such as the Melanoma Research Foundation, The Skin Cancer Research Foundation, The Colorado Melanoma Foundation and also participated in various events including Mallets for Melanoma, Miles for Melanoma among others.","Apparel, Footwear & Accessories",Consumer Products & Services,UPF 50+ fabric hats,United States,Colorado,Boulder,Wholesale/Retail, 10-49,bcorporation.net/directory/wallaroo-hat-company,www.wallaroohats.com,2016,80.5,1,21.1,9.1,14.2,11.4,24.7,0,0,0.8,0,0,5.2,,,2.2,1.1,,3.8,,,,,,8.5,,,,,,,,,,,,9,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5.9,1.8,,,,3.1,,,,,,2.5,0,,,0.2,7.5,3.5,5,10.3,,,7,,0.4,,,2,
Wallaroo Hat Company,11/13/14,certified,"Wallaroo Hat Company, based in Boulder, Colorado was founded in 1991 by Stephanie Carter and Lenya Shore. Wallaroo prides itself on being a leader in the fashion-forward, sun protective hat industry, combining the latest fabrics and designs with maximum sun protection. Many of the hats in the Wallaroo Collection are rated UPF 50+ ensuring that the customer gets a 97.5% UV block from the sun's harmful rays. With the incidence of skin cancer on the rise nationally, sun protection is more important now than ever before. Wallaroo is actively involved with the Skin Cancer Foundation and many Wallaroo hats are recommended as an effective UV protectant.

To help further their corporate philosophy, several years ago Wallaroo started a Sun Protection Commitment campaign. Every year Wallaroo donates 1% of its profits to different organizations that undertake skin cancer research, prevention and education in the United States. Additionally, over the last 19 years, Wallaroo has made both financial and product donations to organizations such as the Melanoma Research Foundation, The Skin Cancer Research Foundation, The Colorado Melanoma Foundation and also participated in various events including Mallets for Melanoma, Miles for Melanoma among others.","Apparel, Footwear & Accessories",Consumer Products & Services,UPF 50+ fabric hats,United States,Colorado,Boulder,Wholesale/Retail, 10-49,bcorporation.net/directory/wallaroo-hat-company,www.wallaroohats.com,2014,81.7,2,22.6,9.1,13.7,11.1,25.2,0,0,0,0,0.9,5,,,2.2,1.6,,4.2,,,,,,9.4,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.2,,,,2.2,,,,,,,,,,0.2,7.5,3.3,,3.7,,,7,,,4.5,,2,
SPUD.ca,11/15/13,certified,"Sustainable Produce Urban Delivery (SPUD) offers all the amenities of a traditional grocery store with the added convenience of online shopping. All of SPUDÕs products are either certified organic, natural, or locally and sustainably made. SPUD believes that getting local, organic food delivered to your door is one of the easiest and most powerful ways to improve health, protect the environment, and support the local community.
 
 Since its start in 1997, SPUD has been committed to providing simple access to real, healthy, local food. SPUD brings positive change to peopleÕs lives by supporting sustainable food systems that grow communities, care for the earthÕs natural harvest, and reduces impact on the environment. The idea of Òchanging the world, one bite at a timeÓ guides every SPUD decision. 
 
 SPUD partners with vendors who care deeply about producing food and natural products that keep both consumer health and the planetÕs well-being in mind. Every product SPUD chooses to offer must align with its core values:Practice or actively support organic and sustainable growing methods that respect crop diversity and soil health, avoiding the use of pesticides.",Food & Beverage,Consumer Products & Services,Organic Food Delivery,Canada,British Columbia,Vancouver,Wholesale/Retail, 250-999,bcorporation.net/directory/spudca,www.spud.ca,2017,99.3,1,36.1,0,25.5,15.2,22.5,0.4,0,0,0,0.9,5.9,,,3.2,0,16.6,6.4,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4,4,,,,1.6,,,,11.4,,4.5,1.3,1,,2.5,7.5,3,10,2.2,,1.8,2,1.1,1.1,,,3.1,
